MONTH_END,CODE,CODE_DISPLAY_NAME,PRICE_TYPE_DESCRIPTION,VALUE
2021-11-30,PA0026170,Base oil Group III (b) 4cst fca NWE USD/t,value high,1640.0
2021-11-30,PA0026171,Base oil Group III (b) 6cst fca NWE USD/t,value high,1732.0
2021-11-30,PA0026172,Base oil Group III (b) 8cst fca NWE USD/t,value high,1715.0
2021-11-30,PA0026266,Base oil Group III (a) 4cst fca NWE USD/t,value high,1744.0
2021-11-30,PA0026267,Base oil Group III (a) 6cst fca NWE USD/t,value high,1888.0
2021-11-30,PA0026268,Base oil Group III (a) 8cst fca NWE USD/t,value high,1807.0
2021-11-30,PA0029014,Base oil Group III 4cst fob Baltic Sea netback,value high,1532.0
2021-11-30,PA0030577,Base oil Group III 4cst cpt Posin,value high,1340.0
2021-11-30,PA0031788,Base oil Bright stock ex-tank UAE,value high,1440.0
2021-11-30,PA0031789,Base oil Bright stock cfr UAE,value high,1310.0
2021-11-30,PA0032970,Base oil Group I Bright stock ex-tank E China domestic USD/t,value high,2048.0
2021-11-30,PA5001357,VGO 0.5% NWE barge snapshot,value high,597.75
2021-11-30,PA5001359,VGO 1.6% NWE barge snapshot,value high,586.0
2021-11-30,PA5001360,Fuel oil straight run M-100 NWE cif snapshot,value high,469.0
2021-11-30,PA5001362,Fuel oil 3.5% NWE barge snapshot,value high,429.5
2021-11-30,PA5001363,Gasoil heating oil German NWE barge snapshot,value high,694.5
2021-12-31,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value high,880.0
2021-12-31,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1060.0
2021-12-31,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1270.0
2021-12-31,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,780.0
2021-12-31,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,950.0
2021-12-31,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,1090.0
2021-12-31,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,930.0
2021-12-31,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1200.0
2021-12-31,PA0007461,Base oil Group 2 N150 fob Asia,value high,820.0
2021-12-31,PA0007462,Base oil Group 2 N500 fob Asia,value high,970.0
2021-12-31,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,940.0
2021-12-31,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,937.95
2021-12-31,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,810.0
2021-12-31,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,970.0
2021-12-31,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1180.0
2021-12-31,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,910.0
2021-12-31,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,990.0
2021-12-31,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1146.0
2021-12-31,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1146.0
2021-12-31,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1146.0
2021-12-31,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1146.0
2021-12-31,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1178.0
2021-12-31,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1178.0
2021-12-31,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1233.0
2021-12-31,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1274.0
2021-12-31,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1465.0
2021-12-31,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value high,1717.0
2021-12-31,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value high,1393.0
2021-12-31,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value high,1489.0
2021-12-31,PA0007498,Base oil Group 1 SN 150 cfr India,value high,810.0
2021-12-31,PA0007499,Base oil Group 1 SN 500 cfr India,value high,980.0
2021-12-31,PA0007500,Base oil Group 1 Bright stock cfr India,value high,1200.0
2021-12-31,PA0007501,Base oil Group 2 N150 cfr India,value high,830.0
2021-12-31,PA0007502,Base oil Group 2 N500 cfr India,value high,1050.0
2021-12-31,PA0007519,Base oil Group 1 SN 150 cfr UAE,value high,850.0
2021-12-31,PA0007520,Base oil Group 1 SN 500 cfr UAE,value high,990.0
2021-12-31,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value high,975.0
2021-12-31,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value high,1150.0
2021-12-31,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value high,1530.0
2021-12-31,PA0007524,Base oil Group 1 SN 150 fob European export,value high,805.0
2021-12-31,PA0007525,Base oil Group 1 SN 500 fob European export,value high,980.0
2021-12-31,PA0007526,Base oil Group 1 Bright stock fob European export,value high,1310.0
2021-12-31,PA0007527,Base oil Group 1 SN 500 fob NWE month,value high,985.0
2021-12-31,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value high,976.55
2021-12-31,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value high,730.0
2021-12-31,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value high,880.0
2021-12-31,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value high,710.0
2021-12-31,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value high,860.0
2021-12-31,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value high,994.0
2021-12-31,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value high,1389.0
2021-12-31,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value high,1714.0
2021-12-31,PA0007541,Base oil Group 2 N100 fob United States $/t,value high,980.0
2021-12-31,PA0007543,Base oil Group 2 N220 fob United States $/t,value high,1238.0
2021-12-31,PA0007544,Base oil Group 2 N600 fob United States $/t,value high,1395.0
2021-12-31,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value high,1061.0
2021-12-31,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value high,1478.0
2021-12-31,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value high,1779.0
2021-12-31,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value high,1417.0
2021-12-31,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value high,1412.05
2021-12-31,PA0007695,Base oil Group 1 SN 150 fob NWE month,value high,795.0
2021-12-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value high,788.55
2021-12-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value high,785.0
2021-12-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value high,970.0
2021-12-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value high,855.0
2021-12-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value high,970.0
2021-12-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value high,1669.0
2021-12-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value high,1760.0
2021-12-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value high,1731.0
2021-12-31,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value high,1043.0
2021-12-31,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value high,1187.0
2021-12-31,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value high,1241.0
2021-12-31,PA0008535,Pale Oil 2000 for delivery ex-tank $/t,value high,1235.0
2021-12-31,PA0008536,Pale Oil 60 fob US $/t,value high,984.0
2021-12-31,PA0008537,Pale Oil 100 fob US $/t,value high,1126.0
2021-12-31,PA0008538,Pale Oil 500 fob US $/t,value high,1172.0
2021-12-31,PA0008539,Pale Oil 2000 fob US $/t,value high,1190.0
2021-12-31,PA0008610,Base oil Group 2 N100 US domestic $/t,value high,1107.0
2021-12-31,PA0008614,Base oil Group 2 N220 US domestic $/t,value high,1330.0
2021-12-31,PA0008616,Base oil Group 2 N600 US domestic $/t,value high,1470.0
2021-12-31,PA0008712,Base oil Group 3 4cst US domestic $/t,value high,2035.0
2021-12-31,PA0008714,Base oil Group 3 6cst US domestic $/t,value high,1720.0
2021-12-31,PA0008716,Base oil Group 3 8cst US domestic $/t,value high,1710.0
2021-12-31,PA0009050,Base oil Group 3 4cst cfr northeast Asia,value high,1155.0
2021-12-31,PA0009051,Base oil Group 3 6cst cfr northeast Asia,value high,1135.0
2021-12-31,PA0009052,Base oil Group 3 8cst cfr northeast Asia,value high,895.0
2021-12-31,PA0009053,Base oil Group 3 4cst cfr India,value high,1235.0
2021-12-31,PA0009059,Base oil Group 3 6cst cfr India,value high,1235.0
2021-12-31,PA0009060,Base oil Group 3 8cst cfr India,value high,990.0
2021-12-31,PA0009331,Base oil Group 3 4cst ex-tank UAE,value high,1350.0
2021-12-31,PA0009332,Base oil Group 3 6cst ex-tank UAE,value high,1350.0
2021-12-31,PA0009333,Base oil Group 3 8cst ex-tank UAE,value high,1100.0
2021-12-31,PA0009335,Base oil Group 2 N150 China Huizhou domestic $/t,value high,1241.0
2021-12-31,PA0009849,Base oil Group 1 SN 400 China NE Fushun domestic $/t,value high,1178.0
2021-12-31,PA0011124,Base oil Group 1 SN 150 cfr Gebze,value high,795.0
2021-12-31,PA0011125,Base oil Group 1 SN 500 cfr Gebze,value high,980.0
2021-12-31,PA0011607,Base oil Group 1 SN 150 cpt Naushki,value high,670.0
2021-12-31,PA0011608,Base oil Group 1 SN 500 cpt Naushki,value high,760.0
2021-12-31,PA0012401,Base oil Group 2 N150 fca ARA $/t,value high,1295.0
2021-12-31,PA0012402,Base oil Group 2 N600 fca ARA $/t,value high,1555.0
2021-12-31,PA0016258,Base oil Group 3 4cst ex-tank Singapore,value high,1490.0
2021-12-31,PA0016259,Base oil Group 3 6cst ex-tank Singapore,value high,1485.0
2021-12-31,PA0018646,Base oil Group 2 N100 fca ARA $/t,value high,1289.0
2021-12-31,PA0018648,Base oil Group 2 N220 fca ARA $/t,value high,1357.0
2021-12-31,PA0021577,Base oil Group 3 4cst ex-tank E China,value high,11600.0
2021-12-31,PA0021578,Base oil Group 3 6cst ex-tank E China,value high,11250.0
2021-12-31,PA0021579,Base oil Group 2 N150 ex-tank E China,value high,8800.0
2021-12-31,PA0021580,Base oil Group 2 N500 ex-tank E China,value high,9450.0
2021-12-31,PA0021581,Base oil Group 3 8cst ex-tank E China,value high,9300.0
2021-12-31,PA0021903,Base oil Group II N 150 cfr ex-tank UAE,value high,920.0
2021-12-31,PA0021904,Base oil Group II N 500 cfr ex-tank UAE,value high,1080.0
2021-12-31,PA0023356,Base oil Group II N70 cfr India,value high,830.0
2021-12-31,PA0024503,Base oil Group III 4cst Asia fob,value high,1470.0
2021-12-31,PA0024504,Base oil Group III 6cst Asia fob,value high,1460.0
2021-12-31,PA0024505,Base oil Group III 8cst Asia fob,value high,1235.0
2021-12-31,PA0026170,Base oil Group III (b) 4cst fca NWE USD/t,value high,1617.0
2021-12-31,PA0026171,Base oil Group III (b) 6cst fca NWE USD/t,value high,1691.0
2021-12-31,PA0026172,Base oil Group III (b) 8cst fca NWE USD/t,value high,1679.0
2021-12-31,PA0026266,Base oil Group III (a) 4cst fca NWE USD/t,value high,1720.0
2021-12-31,PA0026267,Base oil Group III (a) 6cst fca NWE USD/t,value high,1839.0
2021-12-31,PA0026268,Base oil Group III (a) 8cst fca NWE USD/t,value high,1771.0
2021-12-31,PA0029014,Base oil Group III 4cst fob Baltic Sea netback,value high,1512.0
2021-12-31,PA0030577,Base oil Group III 4cst cpt Posin,value high,1290.0
2021-12-31,PA0031788,Base oil Bright stock ex-tank UAE,value high,1410.0
2021-12-31,PA0031789,Base oil Bright stock cfr UAE,value high,1250.0
2021-12-31,PA0032970,Base oil Group I Bright stock ex-tank E China domestic USD/t,value high,1741.0
2021-12-31,PA5001357,VGO 0.5% NWE barge snapshot,value high,571.0
2021-12-31,PA5001359,VGO 1.6% NWE barge snapshot,value high,547.75
2021-12-31,PA5001360,Fuel oil straight run M-100 NWE cif snapshot,value high,471.0
2021-12-31,PA5001362,Fuel oil 3.5% NWE barge snapshot,value high,429.75
2021-12-31,PA5001363,Gasoil heating oil German NWE barge snapshot,value high,667.0
2022-01-31,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value high,880.0
2022-01-31,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1060.0
2022-01-31,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1220.0
2022-01-31,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,780.0
2022-01-31,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,950.0
2022-01-31,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,950.0
2022-01-31,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,905.0
2022-01-31,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1120.0
2022-01-31,PA0007461,Base oil Group 2 N150 fob Asia,value high,830.0
2022-01-31,PA0007462,Base oil Group 2 N500 fob Asia,value high,880.0
2022-01-31,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,940.0
2022-01-31,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,938.05
2022-01-31,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,810.0
2022-01-31,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,960.0
2022-01-31,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1050.0
2022-01-31,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,880.0
2022-01-31,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,900.0
2022-01-31,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1175.0
2022-01-31,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1175.0
2022-01-31,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1175.0
2022-01-31,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1175.0
2022-01-31,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1206.0
2022-01-31,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1206.0
2022-01-31,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1293.0
2022-01-31,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1274.0
2022-01-31,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1455.0
2022-01-31,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value high,1563.0
2022-01-31,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value high,1358.0
2022-01-31,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value high,1383.0
2022-01-31,PA0007498,Base oil Group 1 SN 150 cfr India,value high,820.0
2022-01-31,PA0007499,Base oil Group 1 SN 500 cfr India,value high,980.0
2022-01-31,PA0007500,Base oil Group 1 Bright stock cfr India,value high,1040.0
2022-01-31,PA0007501,Base oil Group 2 N150 cfr India,value high,840.0
2022-01-31,PA0007502,Base oil Group 2 N500 cfr India,value high,980.0
2022-01-31,PA0007519,Base oil Group 1 SN 150 cfr UAE,value high,850.0
2022-01-31,PA0007520,Base oil Group 1 SN 500 cfr UAE,value high,990.0
2022-01-31,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value high,935.0
2022-01-31,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value high,1080.0
2022-01-31,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value high,1475.0
2022-01-31,PA0007524,Base oil Group 1 SN 150 fob European export,value high,790.0
2022-01-31,PA0007525,Base oil Group 1 SN 500 fob European export,value high,930.0
2022-01-31,PA0007526,Base oil Group 1 Bright stock fob European export,value high,1250.0
2022-01-31,PA0007527,Base oil Group 1 SN 500 fob NWE month,value high,940.0
2022-01-31,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value high,938.05
2022-01-31,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value high,730.0
2022-01-31,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value high,880.0
2022-01-31,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value high,700.0
2022-01-31,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value high,850.0
2022-01-31,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value high,857.0
2022-01-31,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value high,1180.0
2022-01-31,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value high,1635.0
2022-01-31,PA0007541,Base oil Group 2 N100 fob United States $/t,value high,825.0
2022-01-31,PA0007543,Base oil Group 2 N220 fob United States $/t,value high,1010.0
2022-01-31,PA0007544,Base oil Group 2 N600 fob United States $/t,value high,1110.0
2022-01-31,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value high,1006.0
2022-01-31,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value high,1314.0
2022-01-31,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value high,1705.0
2022-01-31,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value high,1208.4
2022-01-31,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value high,1192.5
2022-01-31,PA0007695,Base oil Group 1 SN 150 fob NWE month,value high,790.0
2022-01-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value high,788.05
2022-01-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value high,795.0
2022-01-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value high,970.0
2022-01-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value high,845.0
2022-01-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value high,950.0
2022-01-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value high,1692.0
2022-01-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value high,1783.0
2022-01-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value high,1755.0
2022-01-31,PA0008532,Pale Oil 60 for delivery ex-tank $/t,value high,1001.0
2022-01-31,PA0008533,Pale Oil 100 for delivery ex-tank $/t,value high,1146.0
2022-01-31,PA0008534,Pale Oil 500 for delivery ex-tank $/t,value high,1184.0
2022-01-31,PA0008535,Pale Oil 2000 for delivery ex-tank $/t,value high,1178.0
2022-01-31,PA0008536,Pale Oil 60 fob US $/t,value high,921.0
2022-01-31,PA0008537,Pale Oil 100 fob US $/t,value high,1064.0
2022-01-31,PA0008538,Pale Oil 500 fob US $/t,value high,1095.0
2022-01-31,PA0008539,Pale Oil 2000 fob US $/t,value high,1104.0
2022-01-31,PA0008610,Base oil Group 2 N100 US domestic $/t,value high,1029.0
2022-01-31,PA0008614,Base oil Group 2 N220 US domestic $/t,value high,1208.0
2022-01-31,PA0008616,Base oil Group 2 N600 US domestic $/t,value high,1308.0
2022-01-31,PA0008712,Base oil Group 3 4cst US domestic $/t,value high,1934.0
2022-01-31,PA0008714,Base oil Group 3 6cst US domestic $/t,value high,1710.0
2022-01-31,PA0008716,Base oil Group 3 8cst US domestic $/t,value high,1701.0
2022-01-31,PA0009050,Base oil Group 3 4cst cfr northeast Asia,value high,1155.0
2022-01-31,PA0009051,Base oil Group 3 6cst cfr northeast Asia,value high,1125.0
2022-01-31,PA0009052,Base oil Group 3 8cst cfr northeast Asia,value high,865.0
2022-01-31,PA0009053,Base oil Group 3 4cst cfr India,value high,1235.0
2022-01-31,PA0009059,Base oil Group 3 6cst cfr India,value high,1235.0
2022-01-31,PA0009060,Base oil Group 3 8cst cfr India,value high,980.0
2022-01-31,PA0009331,Base oil Group 3 4cst ex-tank UAE,value high,1340.0
2022-01-31,PA0009332,Base oil Group 3 6cst ex-tank UAE,value high,1340.0
2022-01-31,PA0009333,Base oil Group 3 8cst ex-tank UAE,value high,1070.0
2022-01-31,PA0009335,Base oil Group 2 N150 China Huizhou domestic $/t,value high,1301.0
2022-01-31,PA0009849,Base oil Group 1 SN 400 China NE Fushun domestic $/t,value high,1206.0
2022-01-31,PA0011124,Base oil Group 1 SN 150 cfr Gebze,value high,795.0
2022-01-31,PA0011125,Base oil Group 1 SN 500 cfr Gebze,value high,980.0
2022-01-31,PA0011607,Base oil Group 1 SN 150 cpt Naushki,value high,650.0
2022-01-31,PA0011608,Base oil Group 1 SN 500 cpt Naushki,value high,740.0
2022-01-31,PA0012401,Base oil Group 2 N150 fca ARA $/t,value high,1279.0
